"","...1","ID.Ibex","Label","Response","FeatureMatch","Word1","Word2","WordPair","Conceptual","Valence","Category","Experiment"
"137",137,"6734ab83047e85e2f8795acb","control_MaxMatch_Negative_Concrete",30,"MaxMatch","scratch","smack","scratch-smack","Conc-Abs","NegativeMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"138",138,"6734ab83047e85e2f8795acb","control_Similar",99,"SimilarControl","end","finish","end-finish","Conc-Abs",NA,"Verbs","Ex1a: Conc-Abs (Verbs)"
"139",139,"6734ab83047e85e2f8795acb","control_MaxMatch_Positive_Concrete",0,"MaxMatch","eat","smile","eat-smile","Conc-Abs","PositiveMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"140",140,"6734ab83047e85e2f8795acb","control_Dissimilar",0,"DissimilarControl","arrive","leave","arrive-leave","Conc-Abs",NA,"Verbs","Ex1a: Conc-Abs (Verbs)"
"141",141,"6734ab83047e85e2f8795acb","control_MaxMatch_Positive_Abstract",30,"MaxMatch","admired","justify","admired-justify","Conc-Abs","PositiveMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"142",142,"6734ab83047e85e2f8795acb","test_ValenceMatch_Positive",0,"ValenceMatchingOnly","cuddle","believe","cuddle-believe","Conc-Abs","PositiveMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"143",143,"6734ab83047e85e2f8795acb","control_MaxMismatch",0,"MaxMismatch","loathe","fulfill","loathe-fulfill","Conc-Abs","NegativeMismatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"144",144,"6734ab83047e85e2f8795acb","control_Similar",89,"SimilarControl","use","employ","use-employ","Conc-Abs",NA,"Verbs","Ex1a: Conc-Abs (Verbs)"
"145",145,"6734ab83047e85e2f8795acb","control_Dissimilar",0,"DissimilarControl","open","close","open-close","Conc-Abs",NA,"Verbs","Ex1a: Conc-Abs (Verbs)"
"146",146,"6734ab83047e85e2f8795acb","test_ValenceMatch_Negative",0,"ValenceMatchingOnly","kill","obsess","kill-obsess","Conc-Abs","NegativeMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"147",147,"6734ab83047e85e2f8795acb","test_ConceptualMatch_Concrete",0,"ConceptualMatchingOnly","kiss","spit","kiss-spit","Conc-Abs","PositiveMismatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"148",148,"6734ab83047e85e2f8795acb","test_ConceptualMatch_Abstract",0,"ConceptualMatchingOnly","annoy","enlighten","annoy-enlighten","Conc-Abs","NegativeMismatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"149",149,"6734ab83047e85e2f8795acb","control_MaxMatch_Negative_Abstract",99,"MaxMatch","loathe","resent","loathe-resent","Conc-Abs","NegativeMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"150",150,"6734ab83047e85e2f8795acb","control_MaxMatch_Negative_Concrete",0,"MaxMatch","stab","vomit","stab-vomit","Conc-Abs","NegativeMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"151",151,"6734ab83047e85e2f8795acb","control_Similar",99,"SimilarControl","buy","purchase","buy-purchase","Conc-Abs",NA,"Verbs","Ex1a: Conc-Abs (Verbs)"
"152",152,"6734ab83047e85e2f8795acb","control_MaxMatch_Positive_Concrete",82,"MaxMatch","cuddle","hug","cuddle-hug","Conc-Abs","PositiveMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"153",153,"6734ab83047e85e2f8795acb","control_Dissimilar",0,"DissimilarControl","enter","exit","enter-exit","Conc-Abs",NA,"Verbs","Ex1a: Conc-Abs (Verbs)"
"154",154,"6734ab83047e85e2f8795acb","control_MaxMatch_Positive_Abstract",63,"MaxMatch","hope","fulfill","hope-fulfill","Conc-Abs","PositiveMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"155",155,"6734ab83047e85e2f8795acb","test_ValenceMatch_Positive",0,"ValenceMatchingOnly","eat","enlighten","eat-enlighten","Conc-Abs","PositiveMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"156",156,"6734ab83047e85e2f8795acb","control_MaxMismatch",0,"MaxMismatch","worry","believe","worry-believe","Conc-Abs","NegativeMismatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"157",157,"6734ab83047e85e2f8795acb","control_Similar",99,"SimilarControl","get","obtain","get-obtain","Conc-Abs",NA,"Verbs","Ex1a: Conc-Abs (Verbs)"
"158",158,"6734ab83047e85e2f8795acb","control_Dissimilar",0,"DissimilarControl","give","take","give-take","Conc-Abs",NA,"Verbs","Ex1a: Conc-Abs (Verbs)"
"159",159,"6734ab83047e85e2f8795acb","test_ValenceMatch_Negative",0,"ValenceMatchingOnly","smack","befall","smack-befall","Conc-Abs","NegativeMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"160",160,"6734ab83047e85e2f8795acb","test_ConceptualMatch_Concrete",0,"ConceptualMatchingOnly","hug","murder","hug-murder","Conc-Abs","PositiveMismatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"161",161,"6734ab83047e85e2f8795acb","test_ConceptualMatch_Abstract",0,"ConceptualMatchingOnly","worry","believe","worry-believe","Conc-Abs","NegativeMismatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"162",162,"6734ab83047e85e2f8795acb","control_MaxMatch_Negative_Abstract",32,"MaxMatch","exploit","loathe","exploit-loathe","Conc-Abs","NegativeMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"163",163,"6734ab83047e85e2f8795acb","control_MaxMatch_Negative_Concrete",0,"MaxMatch","puke","stab","puke-stab","Conc-Abs","NegativeMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"164",164,"6734ab83047e85e2f8795acb","control_Similar",99,"SimilarControl","help","assist","help-assist","Conc-Abs",NA,"Verbs","Ex1a: Conc-Abs (Verbs)"
"165",165,"6734ab83047e85e2f8795acb","control_MaxMatch_Positive_Concrete",0,"MaxMatch","eat","hug","eat-hug","Conc-Abs","PositiveMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"166",166,"6734ab83047e85e2f8795acb","control_Dissimilar",0,"DissimilarControl","increase","decrease","increase-decrease","Conc-Abs",NA,"Verbs","Ex1a: Conc-Abs (Verbs)"
"167",167,"6734ab83047e85e2f8795acb","control_MaxMatch_Positive_Abstract",0,"MaxMatch","enlighten","believe","enlighten-believe","Conc-Abs","PositiveMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"168",168,"6734ab83047e85e2f8795acb","test_ValenceMatch_Positive",0,"ValenceMatchingOnly","hug","admired","hug-admired","Conc-Abs","PositiveMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"169",169,"6734ab83047e85e2f8795acb","control_MaxMismatch",0,"MaxMismatch","resent","hope","resent-hope","Conc-Abs","NegativeMismatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"170",170,"6734ab83047e85e2f8795acb","control_Similar",99,"SimilarControl","need","require","need-require","Conc-Abs",NA,"Verbs","Ex1a: Conc-Abs (Verbs)"
"171",171,"6734ab83047e85e2f8795acb","control_Dissimilar",0,"DissimilarControl","push","pull","push-pull","Conc-Abs",NA,"Verbs","Ex1a: Conc-Abs (Verbs)"
"172",172,"6734ab83047e85e2f8795acb","test_ValenceMatch_Negative",0,"ValenceMatchingOnly","scratch","obsess","scratch-obsess","Conc-Abs","NegativeMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"173",173,"6734ab83047e85e2f8795acb","test_ConceptualMatch_Concrete",0,"ConceptualMatchingOnly","swing","puke","swing-puke","Conc-Abs","PositiveMismatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"174",174,"6734ab83047e85e2f8795acb","test_ConceptualMatch_Abstract",0,"ConceptualMatchingOnly","obsess","hope","obsess-hope","Conc-Abs","NegativeMismatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"175",175,"6734ab83047e85e2f8795acb","control_MaxMatch_Negative_Abstract",0,"MaxMatch","loathe","violate","loathe-violate","Conc-Abs","NegativeMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"176",176,"6734ab83047e85e2f8795acb","control_MaxMatch_Negative_Concrete",0,"MaxMatch","scratch","spit","scratch-spit","Conc-Abs","NegativeMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"177",177,"6734ab83047e85e2f8795acb","control_Similar",99,"SimilarControl","speak","talk","speak-talk","Conc-Abs",NA,"Verbs","Ex1a: Conc-Abs (Verbs)"
"178",178,"6734ab83047e85e2f8795acb","control_MaxMatch_Positive_Concrete",0,"MaxMatch","cuddle","smile","cuddle-smile","Conc-Abs","PositiveMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"179",179,"6734ab83047e85e2f8795acb","control_Dissimilar",0,"DissimilarControl","come","go","come-go","Conc-Abs",NA,"Verbs","Ex1a: Conc-Abs (Verbs)"
"180",180,"6734ab83047e85e2f8795acb","control_MaxMatch_Positive_Abstract",0,"MaxMatch","imagine","fulfill","imagine-fulfill","Conc-Abs","PositiveMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"181",181,"6734ab83047e85e2f8795acb","test_ValenceMatch_Positive",0,"ValenceMatchingOnly","kiss","believe","kiss-believe","Conc-Abs","PositiveMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"182",182,"6734ab83047e85e2f8795acb","control_MaxMismatch",0,"MaxMismatch","violate","cherish","violate-cherish","Conc-Abs","NegativeMismatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"183",183,"6734ab83047e85e2f8795acb","control_Similar",99,"SimilarControl","show","display","show-display","Conc-Abs",NA,"Verbs","Ex1a: Conc-Abs (Verbs)"
"184",184,"6734ab83047e85e2f8795acb","control_Dissimilar",0,"DissimilarControl","rise","fall","rise-fall","Conc-Abs",NA,"Verbs","Ex1a: Conc-Abs (Verbs)"
"185",185,"6734ab83047e85e2f8795acb","test_ValenceMatch_Negative",0,"ValenceMatchingOnly","scratch","exploit","scratch-exploit","Conc-Abs","NegativeMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"186",186,"6734ab83047e85e2f8795acb","test_ConceptualMatch_Concrete",0,"ConceptualMatchingOnly","build","smack","build-smack","Conc-Abs","PositiveMismatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"187",187,"6734ab83047e85e2f8795acb","test_ConceptualMatch_Abstract",0,"ConceptualMatchingOnly","scorn","believe","scorn-believe","Conc-Abs","NegativeMismatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"188",188,"6734ab83047e85e2f8795acb","control_MaxMatch_Negative_Abstract",0,"MaxMatch","annoy","obsess","annoy-obsess","Conc-Abs","NegativeMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"189",189,"6734ab83047e85e2f8795acb","control_MaxMatch_Negative_Concrete",16,"MaxMatch","scratch","stab","scratch-stab","Conc-Abs","NegativeMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"190",190,"6734ab83047e85e2f8795acb","control_Similar",99,"SimilarControl","ask","inquire","ask-inquire","Conc-Abs",NA,"Verbs","Ex1a: Conc-Abs (Verbs)"
"191",191,"6734ab83047e85e2f8795acb","control_MaxMatch_Positive_Concrete",0,"MaxMatch","eat","kiss","eat-kiss","Conc-Abs","PositiveMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"192",192,"6734ab83047e85e2f8795acb","control_Dissimilar",0,"DissimilarControl","begin","end","begin-end","Conc-Abs",NA,"Verbs","Ex1a: Conc-Abs (Verbs)"
"193",193,"6734ab83047e85e2f8795acb","control_MaxMatch_Positive_Abstract",0,"MaxMatch","believe","fulfill","believe-fulfill","Conc-Abs","PositiveMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"194",194,"6734ab83047e85e2f8795acb","test_ValenceMatch_Positive",0,"ValenceMatchingOnly","swing","justify","swing-justify","Conc-Abs","PositiveMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"195",195,"6734ab83047e85e2f8795acb","control_MaxMismatch",0,"MaxMismatch","exploit","cherish","exploit-cherish","Conc-Abs","NegativeMismatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"196",196,"65da5ea53cf757c346ee5b18","control_Dissimilar",17,"DissimilarControl","enter","exit","enter-exit","Conc-Abs",NA,"Verbs","Ex1a: Conc-Abs (Verbs)"
"197",197,"65da5ea53cf757c346ee5b18","control_Similar",66,"SimilarControl","begin","start","begin-start","Conc-Abs",NA,"Verbs","Ex1a: Conc-Abs (Verbs)"
"198",198,"65da5ea53cf757c346ee5b18","control_MaxMatch_Negative_Abstract",60,"MaxMatch","criticize","obsess","criticize-obsess","Conc-Abs","NegativeMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"199",199,"65da5ea53cf757c346ee5b18","control_Dissimilar",28,"DissimilarControl","rise","fall","rise-fall","Conc-Abs",NA,"Verbs","Ex1a: Conc-Abs (Verbs)"
"200",200,"65da5ea53cf757c346ee5b18","control_MaxMismatch",36,"MaxMismatch","violate","enlighten","violate-enlighten","Conc-Abs","NegativeMismatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"201",201,"65da5ea53cf757c346ee5b18","test_ConceptualMatch_Abstract",44,"ConceptualMatchingOnly","befall","admired","befall-admired","Conc-Abs","NegativeMismatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"202",202,"65da5ea53cf757c346ee5b18","control_MaxMatch_Negative_Concrete",55,"MaxMatch","bleed","spit","bleed-spit","Conc-Abs","NegativeMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"203",203,"65da5ea53cf757c346ee5b18","control_MaxMatch_Positive_Abstract",59,"MaxMatch","imagine","hope","imagine-hope","Conc-Abs","PositiveMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"204",204,"65da5ea53cf757c346ee5b18","control_MaxMatch_Positive_Concrete",55,"MaxMatch","kiss","swing","kiss-swing","Conc-Abs","PositiveMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"205",205,"65da5ea53cf757c346ee5b18","control_Similar",85,"SimilarControl","ask","inquire","ask-inquire","Conc-Abs",NA,"Verbs","Ex1a: Conc-Abs (Verbs)"
"206",206,"65da5ea53cf757c346ee5b18","test_ConceptualMatch_Concrete",36,"ConceptualMatchingOnly","cuddle","bleed","cuddle-bleed","Conc-Abs","PositiveMismatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"207",207,"65da5ea53cf757c346ee5b18","test_ValenceMatch_Positive",55,"ValenceMatchingOnly","cuddle","imagine","cuddle-imagine","Conc-Abs","PositiveMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"208",208,"65da5ea53cf757c346ee5b18","test_ValenceMatch_Negative",53,"ValenceMatchingOnly","smack","exploit","smack-exploit","Conc-Abs","NegativeMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"209",209,"65da5ea53cf757c346ee5b18","control_Dissimilar",21,"DissimilarControl","arrive","leave","arrive-leave","Conc-Abs",NA,"Verbs","Ex1a: Conc-Abs (Verbs)"
"210",210,"65da5ea53cf757c346ee5b18","control_Similar",66,"SimilarControl","end","finish","end-finish","Conc-Abs",NA,"Verbs","Ex1a: Conc-Abs (Verbs)"
"211",211,"65da5ea53cf757c346ee5b18","control_MaxMatch_Negative_Abstract",66,"MaxMatch","criticize","violate","criticize-violate","Conc-Abs","NegativeMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"212",212,"65da5ea53cf757c346ee5b18","control_Dissimilar",37,"DissimilarControl","begin","end","begin-end","Conc-Abs",NA,"Verbs","Ex1a: Conc-Abs (Verbs)"
"213",213,"65da5ea53cf757c346ee5b18","control_MaxMismatch",37,"MaxMismatch","worry","fulfill","worry-fulfill","Conc-Abs","NegativeMismatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"214",214,"65da5ea53cf757c346ee5b18","test_ConceptualMatch_Abstract",40,"ConceptualMatchingOnly","befall","justify","befall-justify","Conc-Abs","NegativeMismatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"215",215,"65da5ea53cf757c346ee5b18","control_MaxMatch_Negative_Concrete",60,"MaxMatch","bleed","slap","bleed-slap","Conc-Abs","NegativeMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"216",216,"65da5ea53cf757c346ee5b18","control_MaxMatch_Positive_Abstract",31,"MaxMatch","fulfill","respect","fulfill-respect","Conc-Abs","PositiveMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"217",217,"65da5ea53cf757c346ee5b18","control_MaxMatch_Positive_Concrete",40,"MaxMatch","sail","smile","sail-smile","Conc-Abs","PositiveMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"218",218,"65da5ea53cf757c346ee5b18","control_Similar",67,"SimilarControl","need","require","need-require","Conc-Abs",NA,"Verbs","Ex1a: Conc-Abs (Verbs)"
"219",219,"65da5ea53cf757c346ee5b18","test_ConceptualMatch_Concrete",63,"ConceptualMatchingOnly","eat","murder","eat-murder","Conc-Abs","PositiveMismatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"220",220,"65da5ea53cf757c346ee5b18","test_ValenceMatch_Positive",62,"ValenceMatchingOnly","eat","cherish","eat-cherish","Conc-Abs","PositiveMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"221",221,"65da5ea53cf757c346ee5b18","test_ValenceMatch_Negative",65,"ValenceMatchingOnly","stab","scorn","stab-scorn","Conc-Abs","NegativeMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"222",222,"65da5ea53cf757c346ee5b18","control_Dissimilar",21,"DissimilarControl","open","close","open-close","Conc-Abs",NA,"Verbs","Ex1a: Conc-Abs (Verbs)"
"223",223,"65da5ea53cf757c346ee5b18","control_Similar",65,"SimilarControl","get","obtain","get-obtain","Conc-Abs",NA,"Verbs","Ex1a: Conc-Abs (Verbs)"
"224",224,"65da5ea53cf757c346ee5b18","control_MaxMatch_Negative_Abstract",65,"MaxMatch","befall","exploit","befall-exploit","Conc-Abs","NegativeMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"225",225,"65da5ea53cf757c346ee5b18","control_Dissimilar",1,"DissimilarControl","push","pull","push-pull","Conc-Abs",NA,"Verbs","Ex1a: Conc-Abs (Verbs)"
"226",226,"65da5ea53cf757c346ee5b18","control_MaxMismatch",27,"MaxMismatch","resent","enlighten","resent-enlighten","Conc-Abs","NegativeMismatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"227",227,"65da5ea53cf757c346ee5b18","test_ConceptualMatch_Abstract",25,"ConceptualMatchingOnly","annoy","hope","annoy-hope","Conc-Abs","NegativeMismatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"228",228,"65da5ea53cf757c346ee5b18","control_MaxMatch_Negative_Concrete",63,"MaxMatch","murder","puke","murder-puke","Conc-Abs","NegativeMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"229",229,"65da5ea53cf757c346ee5b18","control_MaxMatch_Positive_Abstract",66,"MaxMatch","cherish","justify","cherish-justify","Conc-Abs","PositiveMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"230",230,"65da5ea53cf757c346ee5b18","control_MaxMatch_Positive_Concrete",71,"MaxMatch","cook","eat","cook-eat","Conc-Abs","PositiveMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"231",231,"65da5ea53cf757c346ee5b18","control_Similar",72,"SimilarControl","use","employ","use-employ","Conc-Abs",NA,"Verbs","Ex1a: Conc-Abs (Verbs)"
"232",232,"65da5ea53cf757c346ee5b18","test_ConceptualMatch_Concrete",61,"ConceptualMatchingOnly","running","puke","running-puke","Conc-Abs","PositiveMismatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"233",233,"65da5ea53cf757c346ee5b18","test_ValenceMatch_Positive",57,"ValenceMatchingOnly","cuddle","enlighten","cuddle-enlighten","Conc-Abs","PositiveMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"234",234,"65da5ea53cf757c346ee5b18","test_ValenceMatch_Negative",61,"ValenceMatchingOnly","murder","loathe","murder-loathe","Conc-Abs","NegativeMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"235",235,"65da5ea53cf757c346ee5b18","control_Dissimilar",20,"DissimilarControl","add","remove","add-remove","Conc-Abs",NA,"Verbs","Ex1a: Conc-Abs (Verbs)"
"236",236,"65da5ea53cf757c346ee5b18","control_Similar",80,"SimilarControl","buy","purchase","buy-purchase","Conc-Abs",NA,"Verbs","Ex1a: Conc-Abs (Verbs)"
"237",237,"65da5ea53cf757c346ee5b18","control_MaxMatch_Negative_Abstract",24,"MaxMatch","loathe","obsess","loathe-obsess","Conc-Abs","NegativeMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"238",238,"65da5ea53cf757c346ee5b18","control_Dissimilar",67,"DissimilarControl","come","go","come-go","Conc-Abs",NA,"Verbs","Ex1a: Conc-Abs (Verbs)"
"239",239,"65da5ea53cf757c346ee5b18","control_MaxMismatch",31,"MaxMismatch","worry","believe","worry-believe","Conc-Abs","NegativeMismatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"240",240,"65da5ea53cf757c346ee5b18","test_ConceptualMatch_Abstract",29,"ConceptualMatchingOnly","worry","fulfill","worry-fulfill","Conc-Abs","NegativeMismatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"241",241,"65da5ea53cf757c346ee5b18","control_MaxMatch_Negative_Concrete",83,"MaxMatch","bleed","kill","bleed-kill","Conc-Abs","NegativeMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"242",242,"65da5ea53cf757c346ee5b18","control_MaxMatch_Positive_Abstract",74,"MaxMatch","hope","justify","hope-justify","Conc-Abs","PositiveMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"243",243,"65da5ea53cf757c346ee5b18","control_MaxMatch_Positive_Concrete",58,"MaxMatch","running","sail","running-sail","Conc-Abs","PositiveMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"244",244,"65da5ea53cf757c346ee5b18","control_Similar",75,"SimilarControl","speak","talk","speak-talk","Conc-Abs",NA,"Verbs","Ex1a: Conc-Abs (Verbs)"
"245",245,"65da5ea53cf757c346ee5b18","test_ConceptualMatch_Concrete",64,"ConceptualMatchingOnly","eat","puke","eat-puke","Conc-Abs","PositiveMismatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"246",246,"65da5ea53cf757c346ee5b18","test_ValenceMatch_Positive",84,"ValenceMatchingOnly","eat","fulfill","eat-fulfill","Conc-Abs","PositiveMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"247",247,"65da5ea53cf757c346ee5b18","test_ValenceMatch_Negative",61,"ValenceMatchingOnly","vomit","exploit","vomit-exploit","Conc-Abs","NegativeMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"248",248,"65da5ea53cf757c346ee5b18","control_Dissimilar",22,"DissimilarControl","give","take","give-take","Conc-Abs",NA,"Verbs","Ex1a: Conc-Abs (Verbs)"
"249",249,"65da5ea53cf757c346ee5b18","control_Similar",91,"SimilarControl","help","assist","help-assist","Conc-Abs",NA,"Verbs","Ex1a: Conc-Abs (Verbs)"
"250",250,"65da5ea53cf757c346ee5b18","control_MaxMatch_Negative_Abstract",70,"MaxMatch","annoy","violate","annoy-violate","Conc-Abs","NegativeMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"251",251,"65da5ea53cf757c346ee5b18","control_Dissimilar",19,"DissimilarControl","increase","decrease","increase-decrease","Conc-Abs",NA,"Verbs","Ex1a: Conc-Abs (Verbs)"
"252",252,"65da5ea53cf757c346ee5b18","control_MaxMismatch",19,"MaxMismatch","worry","cherish","worry-cherish","Conc-Abs","NegativeMismatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"253",253,"65da5ea53cf757c346ee5b18","test_ConceptualMatch_Abstract",21,"ConceptualMatchingOnly","resent","enlighten","resent-enlighten","Conc-Abs","NegativeMismatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"254",254,"65da5ea53cf757c346ee5b18","control_MaxMatch_Negative_Concrete",69,"MaxMatch","murder","vomit","murder-vomit","Conc-Abs","NegativeMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"255",255,"65da5ea53cf757c346ee5b18","control_MaxMatch_Positive_Abstract",65,"MaxMatch","fulfill","esteem","fulfill-esteem","Conc-Abs","PositiveMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"256",256,"65da5ea53cf757c346ee5b18","control_MaxMatch_Positive_Concrete",75,"MaxMatch","sail","swing","sail-swing","Conc-Abs","PositiveMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"257",257,"65da5ea53cf757c346ee5b18","control_Similar",93,"SimilarControl","show","display","show-display","Conc-Abs",NA,"Verbs","Ex1a: Conc-Abs (Verbs)"
"258",258,"65da5ea53cf757c346ee5b18","test_ConceptualMatch_Concrete",42,"ConceptualMatchingOnly","sail","smack","sail-smack","Conc-Abs","PositiveMismatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"259",259,"65da5ea53cf757c346ee5b18","test_ValenceMatch_Positive",36,"ValenceMatchingOnly","swing","esteem","swing-esteem","Conc-Abs","PositiveMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
"260",260,"65da5ea53cf757c346ee5b18","test_ValenceMatch_Negative",58,"ValenceMatchingOnly","kill","criticize","kill-criticize","Conc-Abs","NegativeMatch","Verbs","Ex1a: Conc-Abs (Verbs)"
